State,State-County,POLLUTANT,Emissions (Tons),Pollutant Type,SCC Code,EIS Sector,Source Description,SCC LEVEL 1,SCC LEVEL 2,SCC LEVEL 3,SCC LEVEL 4,EPA Region,FIPS
California,CA-Los Angeles,Benzene,0.00130,HAP,2203510080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Refuse Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Acetaldehyde,0.00116,HAP,2203510080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Refuse Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Phosphorus,0.00113,HAP,2203510080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Refuse Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Nickel,0.00110,HAP,2203510080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Refuse Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Carbon Monoxide,"7,293.11200",CAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Methane,577.66870,GHG,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Nitrogen Oxides,199.24540,CAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Ammonia,135.95680,CAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Volatile Organic Compounds,26.20303,CAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,PM10 Primary (Filt + Cond),16.69389,CAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,PM2.5 Primary (Filt + Cond),6.53604,CAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Naphthalene,0.89242,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,2-Methylnaphthalene,0.45313,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,1-Methylnaphthalene,0.23341,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Formaldehyde,0.04789,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Benzene,0.02845,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Acetaldehyde,0.02533,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Nickel,0.00756,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Manganese,0.00673,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Phosphorus,0.00660,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Propionaldehyde,0.00349,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Phenanthrene,0.00110,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Acenaphthylene,0.00055,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Pyrene,0.00053,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Fluorene,0.00042,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Selenium,0.00033,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Fluoranthene,0.00028,HAP,2203420080,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Compressed Natural Gas (CNG),Transit Bus,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Carbon Dioxide,"1,692,470.00000",GHG,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Nitrogen Oxides,"5,172.30700",CAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Carbon Monoxide,"1,007.82900",CAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,PM10 Primary (Filt + Cond),188.36580,CAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Volatile Organic Compounds,178.49750,CAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,PM2.5 Primary (Filt + Cond),120.36550,CAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Formaldehyde,30.74887,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Nitrous Oxide,22.74474,GHG,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Methane,18.99979,GHG,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Ammonia,17.51157,CAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Acetaldehyde,14.56638,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Sulfur Dioxide,14.38181,CAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Benzene,4.47599,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Toluene,2.58826,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Propionaldehyde,2.05376,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Xylenes (Mixed Isomers),1.71666,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Ethyl Benzene,0.55314,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,"2,2,4-Trimethylpentane",0.55184,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,"1,3-Butadiene",0.44520,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Hexane,0.33101,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Phenanthrene,0.21540,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Naphthalene,0.19863,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Pyrene,0.17105,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Styrene,0.14211,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Fluoranthene,0.12972,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Fluorene,0.12196,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Acenaphthylene,0.09284,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Anthracene,0.06019,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Nickel,0.05847,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Acenaphthene,0.05574,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Benz[a]Anthracene,0.04121,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Manganese,0.02631,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Chrysene,0.02412,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Benzo[a]Pyrene,0.01251,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Benzo[b]Fluoranthene,0.00373,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Chromium (VI),0.00096,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,"Indeno[1,2,3-c,d]Pyrene",0.00095,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Arsenic,0.00078,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,"Benzo[g,h,i,]Perylene",0.00076,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Benzo[k]Fluoranthene,0.00051,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,"Dibenzo(a,h)Anthracene",0.00051,HAP,2202620080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Long-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Carbon Dioxide,"1,463,392.00000",GHG,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Nitrogen Oxides,"3,658.83500",CAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Carbon Monoxide,760.97630,CAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,PM10 Primary (Filt + Cond),115.39570,CAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Volatile Organic Compounds,111.48950,CAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,PM2.5 Primary (Filt + Cond),63.81840,CAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Nitrous Oxide,25.48695,GHG,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Methane,20.33752,GHG,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Formaldehyde,17.81348,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Ammonia,15.46200,CAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Sulfur Dioxide,12.34254,CAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Acetaldehyde,9.69856,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Toluene,2.26449,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Benzene,2.12643,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Xylenes (Mixed Isomers),1.74969,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Propionaldehyde,1.14851,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Phosphorus,0.61620,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Ethyl Benzene,0.47026,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,"2,2,4-Trimethylpentane",0.43851,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Hexane,0.19719,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,"1,3-Butadiene",0.18205,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Phenanthrene,0.09940,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Methanol,0.09904,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Naphthalene,0.09849,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Pyrene,0.06832,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Cumene,0.06603,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Styrene,0.05597,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Fluoranthene,0.05214,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Fluorene,0.05194,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Acenaphthylene,0.03822,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Nickel,0.02546,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Anthracene,0.02444,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Acenaphthene,0.02331,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
California,CA-Los Angeles,Manganese,0.02017,HAP,2202610080,Mobile - On-Road Diesel Heavy Duty Vehicles,Onroad,Mobile Sources,Highway Vehicles - Diesel,Combination Short-haul Truck,All on and off-network processes except refueling,9,06037
